year,id_,educ,satjob,satfin,satsoc,satlife
2018,1512,14,Moderately satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,1513,12,.i:  Inapplicable,Not satisfied at all,Good,Neither satisfied nor dissatisfied
2018,1514,14,Very satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1515,8,Very dissatisfied,Not satisfied at all,Poor,Somewhat dissatisfied
2018,1516,13,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,1517,14,Very satisfied,Not satisfied at all,Excellent,.i:  Inapplicable
2018,1518,15,.i:  Inapplicable,Pretty well satisfied,Very good,Completely satisfied
2018,1519,14,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1520,12,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,1521,12,Moderately satisfied,Not satisfied at all,Good,Somewhat satisfied
2018,1522,10,Very satisfied,Not satisfied at all,Very good,Somewhat dissatisfied
2018,1523,12,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1524,11,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1525,No formal schooling,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,1526,12,Very satisfied,Not satisfied at all,Poor,.i:  Inapplicable
2018,1527,10,.i:  Inapplicable,More or less satisfied,Excellent,Completely satisfied
2018,1528,12,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1529,11,Very dissatisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1530,13,.i:  Inapplicable,Not satisfied at all,Poor,.i:  Inapplicable
2018,1531,13,Very dissatisfied,Not satisfied at all,Fair,.i:  Inapplicable
2018,1532,12,Very satisfied,Not satisfied at all,Good,Mostly dissatisfied
2018,1533,15,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1534,10,Moderately satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,1535,9,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1536,15,.i:  Inapplicable,Pretty well satisfied,Very good,Completely satisfied
2018,1537,13,.i:  Inapplicable,Not satisfied at all,Good,Somewhat satisfied
2018,1538,9,A little dissatisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1539,12,Very satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,1540,10,Very satisfied,Not satisfied at all,Fair,Somewhat satisfied
2018,1541,19,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1542,12,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1543,20,.i:  Inapplicable,Pretty well satisfied,Good,Mostly satisfied
2018,1544,11,Moderately satisfied,Not satisfied at all,Fair,Neither satisfied nor dissatisfied
2018,1545,17,.i:  Inapplicable,More or less satisfied,Very good,Mostly satisfied
2018,1546,12,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1547,12,Moderately satisfied,More or less satisfied,Very good,Neither satisfied nor dissatisfied
2018,1548,11,A little dissatisfied,More or less satisfied,Fair,Mostly satisfied
2018,1549,13,A little dissatisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1550,16,.i:  Inapplicable,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1551,14,Very dissatisfied,Not satisfied at all,Fair,Somewhat satisfied
2018,1552,12,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1553,11,Moderately satisfied,Not satisfied at all,Poor,Mostly dissatisfied
2018,1554,14,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1555,16,Very satisfied,Pretty well satisfied,Excellent,Mostly satisfied
2018,1556,17,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1557,10,.i:  Inapplicable,Pretty well satisfied,Good,Neither satisfied nor dissatisfied
2018,1558,17,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1559,12,Moderately satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1560,14,Moderately satisfied,Not satisfied at all,Good,Somewhat satisfied
2018,1561,18,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1562,14,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1563,18,.i:  Inapplicable,More or less satisfied,Very good,Mostly satisfied
2018,1564,19,Very satisfied,More or less satisfied,Fair,Somewhat satisfied
2018,1565,14,Very satisfied,More or less satisfied,Excellent,.i:  Inapplicable
2018,1566,11,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1567,16,Very satisfied,Not satisfied at all,Very good,Mostly satisfied
2018,1568,12,Very satisfied,More or less satisfied,Fair,Mostly satisfied
2018,1569,15,A little dissatisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1570,17,Very satisfied,Pretty well satisfied,Excellent,Somewhat satisfied
2018,1571,10,.i:  Inapplicable,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1572,15,.i:  Inapplicable,Not satisfied at all,Excellent,Completely satisfied
2018,1573,12,Very satisfied,Not satisfied at all,Very good,Somewhat satisfied
2018,1574,12,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1575,18,.i:  Inapplicable,Pretty well satisfied,Good,Completely satisfied
2018,1576,14,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,1577,11,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1578,14,Moderately satisfied,Not satisfied at all,Very good,Mostly satisfied
2018,1579,12,Very satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,1580,15,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,1581,12,Very satisfied,More or less satisfied,Excellent,Completely satisfied
2018,1582,14,.i:  Inapplicable,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1583,12,A little dissatisfied,Not satisfied at all,Fair,Mostly satisfied
2018,1584,14,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1585,14,Very satisfied,More or less satisfied,Very good,Somewhat satisfied
2018,1586,12,Very satisfied,Not satisfied at all,Very good,Somewhat dissatisfied
2018,1587,13,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1588,13,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1589,14,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,1590,16,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,1591,16,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1592,12,.i:  Inapplicable,More or less satisfied,Good,Mostly dissatisfied
2018,1593,11,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,1594,16,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,1595,16,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1596,14,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,1597,11,.i:  Inapplicable,Not satisfied at all,Fair,Neither satisfied nor dissatisfied
2018,1598,12,.i:  Inapplicable,More or less satisfied,Very good,Completely satisfied
2018,1599,9,Very dissatisfied,Not satisfied at all,Poor,Completely dissatisfied
2018,1600,12,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1601,20,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,1602,14,Very satisfied,More or less satisfied,Good,Completely satisfied
2018,1603,16,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1604,16,A little dissatisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1605,12,.i:  Inapplicable,Not satisfied at all,Excellent,Mostly satisfied
2018,1606,17,Very satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,1607,13,A little dissatisfied,Not satisfied at all,Good,Mostly satisfied
2018,1608,14,.i:  Inapplicable,Pretty well satisfied,Poor,.i:  Inapplicable
2018,1609,14,Very satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1610,12,Moderately satisfied,More or less satisfied,Good,Somewhat satisfied
2018,1611,12,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,1612,13,Very satisfied,More or less satisfied,Fair,Somewhat satisfied
2018,1613,12,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1614,12,.i:  Inapplicable,Not satisfied at all,Very good,.i:  Inapplicable
2018,1615,14,Moderately satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1616,12,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1617,12,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,1618,14,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1619,16,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1620,17,Very satisfied,Pretty well satisfied,Very good,Completely satisfied
2018,1621,16,Moderately satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,1622,19,Moderately satisfied,Pretty well satisfied,Good,Somewhat satisfied
2018,1623,16,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1624,16,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1625,15,.i:  Inapplicable,Pretty well satisfied,Excellent,Completely satisfied
2018,1626,15,Very satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1627,12,.i:  Inapplicable,Not satisfied at all,Good,Somewhat satisfied
2018,1628,12,Moderately satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,1629,12,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,1630,8,.i:  Inapplicable,Not satisfied at all,Very good,Completely satisfied
2018,1631,12,Very satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1632,12,Moderately satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1633,12,Very satisfied,More or less satisfied,Good,Mostly satisfied
2018,1634,12,Very satisfied,Pretty well satisfied,Very good,Completely satisfied
2018,1635,12,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,1636,14,.i:  Inapplicable,Pretty well satisfied,Very good,Somewhat dissatisfied
2018,1637,19,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1638,17,Very satisfied,More or less satisfied,Excellent,Completely satisfied
2018,1639,13,Very satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1640,11,.i:  Inapplicable,More or less satisfied,Very good,Somewhat dissatisfied
2018,1641,11,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1642,16,Very satisfied,Pretty well satisfied,Excellent,Mostly satisfied
2018,1643,16,.i:  Inapplicable,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1644,15,Very satisfied,Not satisfied at all,Good,Somewhat satisfied
2018,1645,14,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1646,12,Very dissatisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,1647,15,.i:  Inapplicable,Not satisfied at all,Good,Somewhat satisfied
2018,1648,12,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,1649,12,Moderately satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1650,14,.i:  Inapplicable,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1651,14,Moderately satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,1652,13,Very satisfied,More or less satisfied,Excellent,Somewhat satisfied
2018,1653,14,.i:  Inapplicable,Not satisfied at all,Fair,Neither satisfied nor dissatisfied
2018,1654,14,Very satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,1655,16,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,1656,12,.i:  Inapplicable,More or less satisfied,Very good,Completely satisfied
2018,1657,12,Moderately satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1658,19,Moderately satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1659,12,Moderately satisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1660,8,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,1661,12,A little dissatisfied,More or less satisfied,Good,Somewhat satisfied
2018,1662,12,Moderately satisfied,Not satisfied at all,Good,.i:  Inapplicable
2018,1663,13,Moderately satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1664,16,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,1665,19,Moderately satisfied,Not satisfied at all,Fair,Neither satisfied nor dissatisfied
2018,1666,12,Moderately satisfied,More or less satisfied,Fair,Somewhat satisfied
2018,1667,13,Very satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,1668,10,.i:  Inapplicable,Not satisfied at all,Poor,.i:  Inapplicable
2018,1669,16,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1670,16,Moderately satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1671,12,Very satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1672,14,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1673,16,Moderately satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,1674,19,.i:  Inapplicable,Pretty well satisfied,Very good,Mostly satisfied
2018,1675,19,Very satisfied,Pretty well satisfied,Excellent,Completely satisfied
2018,1676,16,.i:  Inapplicable,Pretty well satisfied,Fair,.i:  Inapplicable
2018,1677,12,Very satisfied,More or less satisfied,Excellent,Completely satisfied
2018,1678,17,Moderately satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,1679,16,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1680,15,Very satisfied,More or less satisfied,Very good,Somewhat satisfied
2018,1681,16,Very satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1682,17,Moderately satisfied,More or less satisfied,Good,.i:  Inapplicable
2018,1683,15,.i:  Inapplicable,More or less satisfied,Fair,.i:  Inapplicable
2018,1684,12,.i:  Inapplicable,Pretty well satisfied,Very good,Completely satisfied
2018,1685,12,Very satisfied,Pretty well satisfied,Very good,Mostly satisfied
2018,1686,20,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1687,12,A little dissatisfied,Pretty well satisfied,Good,Neither satisfied nor dissatisfied
2018,1688,12,Moderately satisfied,Pretty well satisfied,Good,Somewhat satisfied
2018,1689,12,Very satisfied,Not satisfied at all,Fair,Somewhat satisfied
2018,1690,18,.i:  Inapplicable,.n:  No answer,Good,.i:  Inapplicable
2018,1691,16,Very satisfied,Not satisfied at all,Very good,.i:  Inapplicable
2018,1692,15,Very satisfied,Pretty well satisfied,Excellent,.i:  Inapplicable
2018,1693,16,.i:  Inapplicable,Pretty well satisfied,Very good,Somewhat satisfied
2018,1694,18,Very dissatisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,1695,9,Very dissatisfied,Not satisfied at all,Poor,Completely dissatisfied
2018,1696,12,.i:  Inapplicable,Pretty well satisfied,Fair,.i:  Inapplicable
2018,1697,11,.d:  Do not Know/Cannot Choose,More or less satisfied,Good,.i:  Inapplicable
2018,1698,12,Very satisfied,Pretty well satisfied,Good,Completely satisfied
2018,1699,13,Moderately satisfied,More or less satisfied,Very good,Mostly satisfied
2018,1700,13,.i:  Inapplicable,Not satisfied at all,Good,.i:  Inapplicable
2018,1701,13,Very dissatisfied,Not satisfied at all,Poor,Completely dissatisfied
2018,1702,16,A little dissatisfied,More or less satisfied,Very good,.i:  Inapplicable
2018,1703,12,A little dissatisfied,Not satisfied at all,Fair,Neither satisfied nor dissatisfied
2018,1704,12,Moderately satisfied,More or less satisfied,Fair,.i:  Inapplicable
2018,1705,12,.i:  Inapplicable,Pretty well satisfied,Excellent,Mostly satisfied
2018,1706,18,Very satisfied,Pretty well satisfied,Good,.i:  Inapplicable
2018,1707,16,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1708,15,Very satisfied,More or less satisfied,Good,Somewhat satisfied
2018,1709,19,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,1710,17,.i:  Inapplicable,More or less satisfied,Good,Completely satisfied
2018,1711,13,Very dissatisfied,Not satisfied at all,Poor,.i:  Inapplicable
2018,1712,12,Moderately satisfied,Pretty well satisfied,Fair,.i:  Inapplicable
2018,1713,14,.i:  Inapplicable,More or less satisfied,Good,.i:  Inapplicable
2018,1714,18,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1715,17,.i:  Inapplicable,More or less satisfied,Very good,Somewhat satisfied
2018,1716,14,.i:  Inapplicable,More or less satisfied,Very good,.i:  Inapplicable
2018,1717,15,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
2018,1718,17,.i:  Inapplicable,More or less satisfied,Good,Somewhat satisfied
2018,1719,12,Very satisfied,Pretty well satisfied,Very good,.i:  Inapplicable
2018,1720,14,Very satisfied,Not satisfied at all,Very good,Mostly satisfied
2018,1721,12,.i:  Inapplicable,Pretty well satisfied,Good,.i:  Inapplicable
